,법정동코드,법정동명,폐지여부
1213,2117090100,부산직할시 동구 초량1동,폐지
1214,2117090200,부산직할시 동구 초량2동,폐지
1215,2117090300,부산직할시 동구 초량3동,폐지
1216,2117090400,부산직할시 동구 초량4동,폐지
1217,2117090500,부산직할시 동구 초량6동,폐지
1218,2117090600,부산직할시 동구 수정1동,폐지
1219,2117090700,부산직할시 동구 수정2동,폐지
1220,2117090800,부산직할시 동구 수정3동,폐지
1221,2117090900,부산직할시 동구 수정4동,폐지
1222,2117091000,부산직할시 동구 수정5동,폐지
1223,2117091100,부산직할시 동구 좌천1동,폐지
1224,2117091200,부산직할시 동구 좌천2동,폐지
1225,2117091300,부산직할시 동구 좌천3동,폐지
1226,2117091400,부산직할시 동구 좌천4동,폐지
1227,2117091500,부산직할시 동구 범일1동,폐지
1228,2117091600,부산직할시 동구 범일2동,폐지
1229,2117091700,부산직할시 동구 범일4동,폐지
1230,2117091800,부산직할시 동구 범일5동,폐지
1231,2117091900,부산직할시 동구 범일6동,폐지
1232,2120000000,부산직할시 영도구,폐지
1233,2120000100,부산직할시 영도구 대교로4가,폐지
1234,2120000200,부산직할시 영도구 대교로5가,폐지
1235,2120010100,부산직할시 영도구 대교동1가,폐지
1236,2120010200,부산직할시 영도구 대교동2가,폐지
1237,2120010300,부산직할시 영도구 대평동1가,폐지
1238,2120010400,부산직할시 영도구 대평동2가,폐지
1239,2120010500,부산직할시 영도구 남항동1가,폐지
1240,2120010600,부산직할시 영도구 남항동2가,폐지
1241,2120010700,부산직할시 영도구 남항동3가,폐지
1242,2120010800,부산직할시 영도구 영선동1가,폐지
1243,2120010900,부산직할시 영도구 영선동2가,폐지
1244,2120011000,부산직할시 영도구 영선동3가,폐지
1245,2120011100,부산직할시 영도구 영선동4가,폐지
1246,2120011200,부산직할시 영도구 신선동1가,폐지
1247,2120011300,부산직할시 영도구 신선동2가,폐지
1248,2120011400,부산직할시 영도구 신선동3가,폐지
1249,2120011500,부산직할시 영도구 봉래동1가,폐지
1250,2120011600,부산직할시 영도구 봉래동2가,폐지
1251,2120011700,부산직할시 영도구 봉래동3가,폐지
1252,2120011800,부산직할시 영도구 봉래동4가,폐지
1253,2120011900,부산직할시 영도구 봉래동5가,폐지
1254,2120012000,부산직할시 영도구 청학동,폐지
1255,2120012100,부산직할시 영도구 동삼동,폐지
1256,2120090100,부산직할시 영도구 청학1동,폐지
1257,2120090200,부산직할시 영도구 청학2동,폐지
1258,2120090300,부산직할시 영도구 동삼1동,폐지
1259,2120090400,부산직할시 영도구 동삼2동,폐지
1260,2123000000,부산직할시 부산진구,폐지
1261,2123000100,부산직할시 부산진구 구포동,폐지
1262,2123000200,부산직할시 부산진구 금곡동,폐지
1263,2123000300,부산직할시 부산진구 화명동,폐지
1264,2123000400,부산직할시 부산진구 덕천동,폐지
1265,2123000500,부산직할시 부산진구 만덕동,폐지
1266,2123000600,부산직할시 부산진구 삼락동,폐지
1267,2123000700,부산직할시 부산진구 모라동,폐지
1268,2123000800,부산직할시 부산진구 덕포동,폐지
1269,2123000900,부산직할시 부산진구 괘법동,폐지
1270,2123001000,부산직할시 부산진구 감전동,폐지
1271,2123001100,부산직할시 부산진구 엄궁동,폐지
1272,2123001200,부산직할시 부산진구 주례동,폐지
1273,2123001300,부산직할시 부산진구 학장동,폐지
1274,2123001400,부산직할시 부산진구 금성동,폐지
1275,2123001500,부산직할시 부산진구 대연동,폐지
1276,2123001600,부산직할시 부산진구 용호동,폐지
1277,2123001700,부산직할시 부산진구 용당동,폐지
1278,2123001800,부산직할시 부산진구 감만동,폐지
1279,2123001900,부산직할시 부산진구 우암동,폐지
1280,2123002000,부산직할시 부산진구 남천동,폐지
1281,2123002100,부산직할시 부산진구 적기동2가,폐지
1282,2123002200,부산직할시 부산진구 문현동,폐지
1283,2123002300,부산직할시 부산진구 성지동,폐지
1284,2123002400,부산직할시 부산진구 동평동,폐지
1285,2123002500,부산직할시 부산진구 범일동,폐지
1286,2123010100,부산직할시 부산진구 양정동,폐지
1287,2123010200,부산직할시 부산진구 전포동,폐지
1288,2123010300,부산직할시 부산진구 부전동,폐지
1289,2123010400,부산직할시 부산진구 범천동,폐지
1290,2123010500,부산직할시 부산진구 범전동,폐지
1291,2123010600,부산직할시 부산진구 연지동,폐지
1292,2123010700,부산직할시 부산진구 초읍동,폐지
1293,2123010800,부산직할시 부산진구 부암동,폐지
1294,2123010900,부산직할시 부산진구 당감동,폐지
1295,2123011000,부산직할시 부산진구 가야동,폐지
1296,2123011100,부산직할시 부산진구 개금동,폐지
1297,2123090100,부산직할시 부산진구 부전1동,폐지
1298,2123090200,부산직할시 부산진구 부전2동,폐지
1299,2123090300,부산직할시 부산진구 양정1동,폐지
1300,2123090400,부산직할시 부산진구 양정2동,폐지
1301,2123090500,부산직할시 부산진구 양정3동,폐지
1302,2123090600,부산직할시 부산진구 양정4동,폐지
1303,2123090700,부산직할시 부산진구 전포1동,폐지
1304,2123090800,부산직할시 부산진구 전포2동,폐지
1305,2123090900,부산직할시 부산진구 전포3동,폐지
1306,2123091000,부산직할시 부산진구 전포4동,폐지
1307,2123091100,부산직할시 부산진구 부암1동,폐지
1308,2123091200,부산직할시 부산진구 부암2동,폐지
1309,2123091300,부산직할시 부산진구 부암3동,폐지
1310,2123091400,부산직할시 부산진구 당감1동,폐지
1311,2123091500,부산직할시 부산진구 당감2동,폐지
1312,2123091600,부산직할시 부산진구 당감3동,폐지
1313,2123091700,부산직할시 부산진구 당감4동,폐지
1314,2123091800,부산직할시 부산진구 가야1동,폐지
1315,2123091900,부산직할시 부산진구 가야2동,폐지
1316,2123092000,부산직할시 부산진구 가야3동,폐지
1317,2123092100,부산직할시 부산진구 개금1동,폐지
1318,2123092200,부산직할시 부산진구 개금2동,폐지
1319,2123092300,부산직할시 부산진구 개금3동,폐지
1320,2123092400,부산직할시 부산진구 범천1동,폐지
1321,2123092500,부산직할시 부산진구 범천2동,폐지
1322,2123092600,부산직할시 부산진구 범천3동,폐지
1323,2126000000,부산직할시 동래구,폐지
1324,2126000100,부산직할시 동래구 금성동,폐지
1325,2126000200,부산직할시 동래구 서동,폐지
1326,2126000300,부산직할시 동래구 금사동,폐지
1327,2126000400,부산직할시 동래구 회동,폐지
1328,2126000500,부산직할시 동래구 오륜동,폐지
1329,2126000600,부산직할시 동래구 부곡동,폐지
1330,2126000700,부산직할시 동래구 장전동,폐지
1331,2126000800,부산직할시 동래구 선동,폐지
1332,2126000900,부산직할시 동래구 두구동,폐지
1333,2126001000,부산직할시 동래구 노포동,폐지
1334,2126001100,부산직할시 동래구 청용동,폐지
1335,2126001200,부산직할시 동래구 남산동,폐지
1336,2126001300,부산직할시 동래구 구서동,폐지
1337,2126001400,부산직할시 동래구 우동,폐지
1338,2126001500,부산직할시 동래구 중동,폐지
1339,2126001600,부산직할시 동래구 좌동,폐지
1340,2126001700,부산직할시 동래구 송정동,폐지
1341,2126001800,부산직할시 동래구 반여동,폐지
1342,2126001900,부산직할시 동래구 석대동,폐지
1343,2126002000,부산직할시 동래구 반송동,폐지
1344,2126002100,부산직할시 동래구 재송동,폐지
1345,2126002200,부산직할시 동래구 수영동,폐지
1346,2126002300,부산직할시 동래구 동상동,폐지
1347,2126010100,부산직할시 동래구 명장동,폐지
1348,2126010200,부산직할시 동래구 안락동,폐지
1349,2126010300,부산직할시 동래구 칠산동,폐지
1350,2126010400,부산직할시 동래구 낙민동,폐지
1351,2126010500,부산직할시 동래구 복천동,폐지
1352,2126010600,부산직할시 동래구 수안동,폐지
1353,2126010700,부산직할시 동래구 명륜동,폐지
1354,2126010800,부산직할시 동래구 온천동,폐지
1355,2126010900,부산직할시 동래구 사직동,폐지
1356,2126011000,부산직할시 동래구 거제동,폐지
1357,2126011100,부산직할시 동래구 연산동,폐지
1358,2126090100,부산직할시 동래구 수민동,폐지
1359,2126090200,부산직할시 동래구 복산동,폐지
1360,2126090300,부산직할시 동래구 명륜1동,폐지
1361,2126090400,부산직할시 동래구 명륜2동,폐지
1362,2126090500,부산직할시 동래구 온천1동,폐지
1363,2126090600,부산직할시 동래구 온천2동,폐지
1364,2126090700,부산직할시 동래구 온천3동,폐지
1365,2126090800,부산직할시 동래구 사직1동,폐지
1366,2126090900,부산직할시 동래구 사직2동,폐지
1367,2126091000,부산직할시 동래구 사직3동,폐지
1368,2126091100,부산직할시 동래구 거제1동,폐지
1369,2126091200,부산직할시 동래구 거제2동,폐지
1370,2126091300,부산직할시 동래구 거제3동,폐지
1371,2126091400,부산직할시 동래구 거제4동,폐지
1372,2126091500,부산직할시 동래구 연산1동,폐지
1373,2126091600,부산직할시 동래구 연산2동,폐지
1374,2126091700,부산직할시 동래구 연산3동,폐지
1375,2126091800,부산직할시 동래구 연산4동,폐지
1376,2126091900,부산직할시 동래구 연산5동,폐지
1377,2126092000,부산직할시 동래구 연산6동,폐지
1378,2126092100,부산직할시 동래구 연산7동,폐지
1379,2126092200,부산직할시 동래구 연산8동,폐지
1380,2126092300,부산직할시 동래구 연산9동,폐지
1381,2126092400,부산직할시 동래구 안락1동,폐지
1382,2126092500,부산직할시 동래구 안락2동,폐지
1383,2129000000,부산직할시 남구,폐지
1384,2129000100,부산직할시 남구 적기동1가,폐지
1385,2129000200,부산직할시 남구 적기동2가,폐지
1386,2129000300,부산직할시 남구 적기동3가,폐지
1387,2129000400,부산직할시 남구 적기동4가,폐지
1388,2129000500,부산직할시 남구 적기동5가,폐지
1389,2129000600,부산직할시 남구 재송동,폐지
1390,2129000700,부산직할시 남구 범일동,폐지
1391,2129000800,부산직할시 남구 범천동,폐지
1392,2129010100,부산직할시 남구 망미동,폐지
1393,2129010200,부산직할시 남구 수영동,폐지
1394,2129010300,부산직할시 남구 민락동,폐지
1395,2129010400,부산직할시 남구 광안동,폐지
1396,2129010500,부산직할시 남구 남천동,폐지
1397,2129010600,부산직할시 남구 대연동,폐지
1398,2129010700,부산직할시 남구 용호동,폐지
1399,2129010800,부산직할시 남구 용당동,폐지
1400,2129010900,부산직할시 남구 문현동,폐지
1401,2129011000,부산직할시 남구 우암동,폐지
1402,2129011100,부산직할시 남구 감만동,폐지
1403,2129090100,부산직할시 남구 대연1동,폐지
1404,2129090200,부산직할시 남구 대연2동,폐지
1405,2129090300,부산직할시 남구 대연3동,폐지
1406,2129090400,부산직할시 남구 대연4동,폐지
1407,2129090500,부산직할시 남구 대연5동,폐지
1408,2129090600,부산직할시 남구 대연6동,폐지
1409,2129090700,부산직할시 남구 용호1동,폐지
1410,2129090800,부산직할시 남구 용호2동,폐지
1411,2129090900,부산직할시 남구 용호3동,폐지
1412,2129091000,부산직할시 남구 용호4동,폐지
1413,2129091100,부산직할시 남구 감만1동,폐지
1414,2129091200,부산직할시 남구 감만2동,폐지
1415,2129091300,부산직할시 남구 우암1동,폐지
1416,2129091400,부산직할시 남구 우암2동,폐지
1417,2129091500,부산직할시 남구 남천1동,폐지
1418,2129091600,부산직할시 남구 남천2동,폐지
1419,2129091700,부산직할시 남구 문현1동,폐지
1420,2129091800,부산직할시 남구 문현2동,폐지
1421,2129091900,부산직할시 남구 문현3동,폐지
1422,2129092000,부산직할시 남구 문현4동,폐지
1423,2129092100,부산직할시 남구 문현5동,폐지
1424,2129092200,부산직할시 남구 망미1동,폐지
1425,2129092300,부산직할시 남구 망미2동,폐지
1426,2129092400,부산직할시 남구 광안1동,폐지
1427,2129092500,부산직할시 남구 광안2동,폐지
1428,2129092600,부산직할시 남구 광안3동,폐지
1429,2129092700,부산직할시 남구 광안4동,폐지
1430,2132000000,부산직할시 북구,폐지
1431,2132000100,부산직할시 북구 출두리,폐지
1432,2132000200,부산직할시 북구 대지리,폐지
1433,2132000300,부산직할시 북구 사덕리,폐지
1434,2132000400,부산직할시 북구 평강리,폐지
1435,2132000500,부산직할시 북구 울만리,폐지
1436,2132000600,부산직할시 북구 소덕리,폐지
1437,2132000700,부산직할시 북구 덕두리,폐지
1438,2132000800,부산직할시 북구 도도리,폐지
1439,2132000900,부산직할시 북구 맥도리,폐지
1440,2132001000,부산직할시 북구 사두리,폐지
1441,2132001100,부산직할시 북구 대사리,폐지
1442,2132001200,부산직할시 북구 상덕리,폐지
1443,2132001300,부산직할시 북구 북정리,폐지
1444,2132001400,부산직할시 북구 제도리,폐지
1445,2132001500,부산직할시 북구 진목리,폐지
1446,2132001600,부산직할시 북구 동리,폐지
1447,2132001700,부산직할시 북구 조동리,폐지
1448,2132001800,부산직할시 북구 중리,폐지
1449,2132001900,부산직할시 북구 신전리,폐지
1450,2132002000,부산직할시 북구 평성리,폐지
1451,2132010100,부산직할시 북구 금곡동,폐지
1452,2132010200,부산직할시 북구 화명동,폐지
1453,2132010300,부산직할시 북구 만덕동,폐지
1454,2132010400,부산직할시 북구 덕천동,폐지
1455,2132010500,부산직할시 북구 구포동,폐지
1456,2132010600,부산직할시 북구 삼락동,폐지
1457,2132010700,부산직할시 북구 모라동,폐지
1458,2132010800,부산직할시 북구 덕포동,폐지
1459,2132010900,부산직할시 북구 괘법동,폐지
1460,2132011000,부산직할시 북구 감전동,폐지
1461,2132011100,부산직할시 북구 주례동,폐지
1462,2132011200,부산직할시 북구 학장동,폐지
1463,2132011300,부산직할시 북구 엄궁동,폐지
1464,2132011400,부산직할시 북구 대저1동,폐지
1465,2132011500,부산직할시 북구 대저2동,폐지
1466,2132011600,부산직할시 북구 강동동,폐지
1467,2132011700,부산직할시 북구 명지동,폐지
1468,2132090100,부산직할시 북구 구포1동,폐지
1469,2132090200,부산직할시 북구 구포2동,폐지
1470,2132090300,부산직할시 북구 덕천1동,폐지
1471,2132090400,부산직할시 북구 덕천2동,폐지
1472,2132090500,부산직할시 북구 덕포1동,폐지
1473,2132090600,부산직할시 북구 덕포2동,폐지
1474,2132090700,부산직할시 북구 감전1동,폐지
1475,2132090800,부산직할시 북구 감전2동,폐지
1476,2132090900,부산직할시 북구 주례1동,폐지
1477,2132091000,부산직할시 북구 주례2동,폐지
1478,2135000000,부산직할시 해운대구,폐지
1479,2135010100,부산직할시 해운대구 반송동,폐지
1480,2135010200,부산직할시 해운대구 석대동,폐지
1481,2135010300,부산직할시 해운대구 반여동,폐지
1482,2135010400,부산직할시 해운대구 재송동,폐지
1483,2135010500,부산직할시 해운대구 우동,폐지
1484,2135010600,부산직할시 해운대구 중동,폐지
1485,2135010700,부산직할시 해운대구 좌동,폐지
1486,2135010800,부산직할시 해운대구 송정동,폐지
1487,2135090100,부산직할시 해운대구 우1동,폐지
1488,2135090200,부산직할시 해운대구 우2동,폐지
1489,2135090300,부산직할시 해운대구 중1동,폐지
1490,2135090400,부산직할시 해운대구 중2동,폐지
1491,2135090500,부산직할시 해운대구 반여1동,폐지
1492,2135090600,부산직할시 해운대구 반여2동,폐지
1493,2135090700,부산직할시 해운대구 반여3동,폐지
1494,2135090800,부산직할시 해운대구 반송1동,폐지
1495,2135090900,부산직할시 해운대구 반송2동,폐지
1496,2135091000,부산직할시 해운대구 반송3동,폐지
1497,2138000000,부산직할시 사하구,폐지
1498,2138010100,부산직할시 사하구 괴정동,폐지
1499,2138010200,부산직할시 사하구 당리동,폐지
1500,2138010300,부산직할시 사하구 하단동,폐지
1501,2138010400,부산직할시 사하구 신평동,폐지
1502,2138010500,부산직할시 사하구 장림동,폐지
1503,2138010600,부산직할시 사하구 다대동,폐지
1504,2138010700,부산직할시 사하구 구평동,폐지
1505,2138010800,부산직할시 사하구 감천동,폐지
1506,2138090100,부산직할시 사하구 괴정1동,폐지
1507,2138090200,부산직할시 사하구 괴정2동,폐지
1508,2138090300,부산직할시 사하구 괴정3동,폐지
1509,2138090400,부산직할시 사하구 괴정4동,폐지
1510,2138090500,부산직할시 사하구 장림1동,폐지
1511,2138090600,부산직할시 사하구 장림2동,폐지
1512,2138090700,부산직할시 사하구 감천1동,폐지
1513,2138090800,부산직할시 사하구 감천2동,폐지
1514,2141000000,부산직할시 금정구,폐지
1515,2141010100,부산직할시 금정구 두구동,폐지
1516,2141010200,부산직할시 금정구 노포동,폐지
1517,2141010300,부산직할시 금정구 청룡동,폐지
1518,2141010400,부산직할시 금정구 남산동,폐지
1519,2141010500,부산직할시 금정구 선동,폐지
1520,2141010600,부산직할시 금정구 오륜동,폐지
1521,2141010700,부산직할시 금정구 구서동,폐지
1522,2141010800,부산직할시 금정구 장전동,폐지
1523,2141010900,부산직할시 금정구 부곡동,폐지
1524,2141011000,부산직할시 금정구 서동,폐지
1525,2141011100,부산직할시 금정구 금사동,폐지
1526,2141011200,부산직할시 금정구 회동동,폐지
1527,2141011300,부산직할시 금정구 금성동,폐지
1528,2141090100,부산직할시 금정구 서1동,폐지
1529,2141090200,부산직할시 금정구 서2동,폐지
1530,2141090300,부산직할시 금정구 서3동,폐지
1531,2141090400,부산직할시 금정구 서4동,폐지
1532,2141090500,부산직할시 금정구 부곡1동,폐지
1533,2141090600,부산직할시 금정구 부곡2동,폐지
1534,2141090700,부산직할시 금정구 부곡3동,폐지
1535,2141090800,부산직할시 금정구 장전1동,폐지
1536,2141090900,부산직할시 금정구 장전2동,폐지
1537,2141091000,부산직할시 금정구 장전3동,폐지
1538,2141091100,부산직할시 금정구 청용동,폐지
1539,2141091200,부산직할시 금정구 구서1동,폐지
1540,2141091300,부산직할시 금정구 구서2동,폐지
1541,2144000000,부산직할시 강서구,폐지
1542,2144010100,부산직할시 강서구 대저일동,폐지
1543,2144010200,부산직할시 강서구 대저이동,폐지
1544,2144010300,부산직할시 강서구 강동동,폐지
1545,2144010400,부산직할시 강서구 명지동,폐지
1546,2144010500,부산직할시 강서구 죽림동,폐지
1547,2144010600,부산직할시 강서구 식만동,폐지
1548,2144010700,부산직할시 강서구 죽동동,폐지
1549,2144010800,부산직할시 강서구 봉림동,폐지
1550,2144010900,부산직할시 강서구 송정동,폐지
1551,2144011000,부산직할시 강서구 화전동,폐지
1552,2144011100,부산직할시 강서구 녹산동,폐지
1553,2144011200,부산직할시 강서구 생곡동,폐지
1554,2144011300,부산직할시 강서구 구랑동,폐지
1555,2144011400,부산직할시 강서구 지사동,폐지
1556,2144011500,부산직할시 강서구 미음동,폐지
1557,2144011600,부산직할시 강서구 범방동,폐지
1558,2144011700,부산직할시 강서구 신호동,폐지
1559,2144011800,부산직할시 강서구 동선동,폐지
1560,2144011900,부산직할시 강서구 성북동,폐지
1561,2144012000,부산직할시 강서구 눌차동,폐지
1562,2144012100,부산직할시 강서구 천성동,폐지
1563,2144012200,부산직할시 강서구 대항동,폐지
1564,2144090100,부산직할시 강서구 가락동,폐지
1565,2144090200,부산직할시 강서구 천가동,폐지
1566,2200000000,대구직할시,폐지
1567,2211000000,대구직할시 중구,폐지
1568,2211010100,대구직할시 중구 동인동1가,폐지
1569,2211010200,대구직할시 중구 동인동2가,폐지
1570,2211010300,대구직할시 중구 동인동3가,폐지
1571,2211010400,대구직할시 중구 동인동4가,폐지
1572,2211010500,대구직할시 중구 삼덕동1가,폐지
1573,2211010600,대구직할시 중구 삼덕동2가,폐지
1574,2211010700,대구직할시 중구 삼덕동3가,폐지
1575,2211010800,대구직할시 중구 봉산동,폐지
1576,2211010900,대구직할시 중구 장관동,폐지
1577,2211011000,대구직할시 중구 상서동,폐지
1578,2211011100,대구직할시 중구 수동,폐지
1579,2211011200,대구직할시 중구 덕산동,폐지
1580,2211011300,대구직할시 중구 종로1가,폐지
1581,2211011400,대구직할시 중구 종로2가,폐지
1582,2211011500,대구직할시 중구 사일동,폐지
1583,2211011600,대구직할시 중구 동일동,폐지
1584,2211011700,대구직할시 중구 남일동,폐지
1585,2211011800,대구직할시 중구 전동,폐지
1586,2211011900,대구직할시 중구 동성로3가,폐지
1587,2211012000,대구직할시 중구 동문동,폐지
1588,2211012100,대구직할시 중구 문화동,폐지
1589,2211012200,대구직할시 중구 공평동,폐지
1590,2211012300,대구직할시 중구 동성로2가,폐지
1591,2211012400,대구직할시 중구 태평로1가,폐지
1592,2211012500,대구직할시 중구 교동,폐지
1593,2211012600,대구직할시 중구 용덕동,폐지
1594,2211012700,대구직할시 중구 상덕동,폐지
1595,2211012800,대구직할시 중구 완전동,폐지
1596,2211012900,대구직할시 중구 도원동,폐지
1597,2211013000,대구직할시 중구 수창동,폐지
1598,2211013100,대구직할시 중구 태평로3가,폐지
1599,2211013200,대구직할시 중구 인교동,폐지
1600,2211013300,대구직할시 중구 서야동,폐지
1601,2211013400,대구직할시 중구 서성로1가,폐지
1602,2211013500,대구직할시 중구 시장북로,폐지
1603,2211013600,대구직할시 중구 하서동,폐지
1604,2211013700,대구직할시 중구 남성로,폐지
1605,2211013800,대구직할시 중구 계산동1가,폐지
1606,2211013900,대구직할시 중구 계산동2가,폐지
1607,2211014000,대구직할시 중구 동산동,폐지
1608,2211014100,대구직할시 중구 서문로2가,폐지
1609,2211014200,대구직할시 중구 서성로2가,폐지
1610,2211014300,대구직할시 중구 포정동,폐지
1611,2211014400,대구직할시 중구 서문로1가,폐지
1612,2211014500,대구직할시 중구 서내동,폐지
1613,2211014600,대구직할시 중구 북성로2가,폐지
1614,2211014700,대구직할시 중구 대안동,폐지
1615,2211014800,대구직할시 중구 동성로1가,폐지
1616,2211014900,대구직할시 중구 태평로2가,폐지
1617,2211015000,대구직할시 중구 북성로1가,폐지
1618,2211015100,대구직할시 중구 화전동,폐지
1619,2211015200,대구직할시 중구 향촌동,폐지
1620,2211015300,대구직할시 중구 북내동,폐지
1621,2211015400,대구직할시 중구 대신동,폐지
1622,2211015500,대구직할시 중구 달성동,폐지
1623,2211015600,대구직할시 중구 남산동,폐지
1624,2211015700,대구직할시 중구 대봉동,폐지
1625,2211090100,대구직할시 중구 동인3가동,폐지
1626,2211090200,대구직할시 중구 동인4가동,폐지
1627,2211090300,대구직할시 중구 삼덕3가동,폐지
1628,2211090400,대구직할시 중구 동성동,폐지
1629,2211090500,대구직할시 중구 서성동,폐지
1630,2211090600,대구직할시 중구 남성동,폐지
1631,2211090700,대구직할시 중구 북성동,폐지
1632,2211090800,대구직할시 중구 대신1동,폐지
1633,2211090900,대구직할시 중구 대신2동,폐지
1634,2211091000,대구직할시 중구 남산1동,폐지
1635,2211091100,대구직할시 중구 남산2동,폐지
1636,2211091200,대구직할시 중구 남산3동,폐지
1637,2211091300,대구직할시 중구 남산4동,폐지
1638,2211091400,대구직할시 중구 대봉1동,폐지
1639,2211091500,대구직할시 중구 대봉2동,폐지
1640,2214000000,대구직할시 동구,폐지
1641,2214000100,대구직할시 동구 안심동,폐지
1642,2214000200,대구직할시 동구 연경동,폐지
1643,2214010100,대구직할시 동구 신암동,폐지
1644,2214010200,대구직할시 동구 신천동,폐지
1645,2214010300,대구직할시 동구 효목동,폐지
1646,2214010400,대구직할시 동구 평광동,폐지
1647,2214010500,대구직할시 동구 봉무동,폐지
1648,2214010600,대구직할시 동구 불로동,폐지
1649,2214010700,대구직할시 동구 도동,폐지
1650,2214010800,대구직할시 동구 지저동,폐지
1651,2214010900,대구직할시 동구 입석동,폐지
1652,2214011000,대구직할시 동구 검사동,폐지
1653,2214011100,대구직할시 동구 방촌동,폐지
1654,2214011200,대구직할시 동구 둔산동,폐지
1655,2214011300,대구직할시 동구 부동,폐지
1656,2214011400,대구직할시 동구 신평동,폐지
1657,2214011500,대구직할시 동구 서호동,폐지
1658,2214011600,대구직할시 동구 동호동,폐지
1659,2214011700,대구직할시 동구 신기동,폐지
1660,2214011800,대구직할시 동구 율하동,폐지
1661,2214011900,대구직할시 동구 용계동,폐지
1662,2214012000,대구직할시 동구 율암동,폐지
1663,2214012100,대구직할시 동구 상매동,폐지
1664,2214012200,대구직할시 동구 매여동,폐지
1665,2214012300,대구직할시 동구 각산동,폐지
1666,2214012400,대구직할시 동구 신서동,폐지
1667,2214012500,대구직할시 동구 동내동,폐지
1668,2214012600,대구직할시 동구 괴전동,폐지
1669,2214012700,대구직할시 동구 금강동,폐지
1670,2214012800,대구직할시 동구 대림동,폐지
1671,2214012900,대구직할시 동구 사복동,폐지
1672,2214013000,대구직할시 동구 숙천동,폐지
1673,2214013100,대구직할시 동구 내곡동,폐지
1674,2214013200,대구직할시 동구 능성동,폐지
1675,2214013300,대구직할시 동구 진인동,폐지
1676,2214013400,대구직할시 동구 도학동,폐지
1677,2214013500,대구직할시 동구 백안동,폐지
1678,2214013600,대구직할시 동구 미곡동,폐지
1679,2214013700,대구직할시 동구 용수동,폐지
1680,2214013800,대구직할시 동구 신무동,폐지
1681,2214013900,대구직할시 동구 미대동,폐지
1682,2214014000,대구직할시 동구 내동,폐지
1683,2214014100,대구직할시 동구 신용동,폐지
1684,2214014200,대구직할시 동구 중대동,폐지
1685,2214014300,대구직할시 동구 송정동,폐지
1686,2214014400,대구직할시 동구 덕곡동,폐지
1687,2214014500,대구직할시 동구 지묘동,폐지
1688,2214090100,대구직할시 동구 신암1동,폐지
1689,2214090200,대구직할시 동구 신암2동,폐지
1690,2214090300,대구직할시 동구 신암3동,폐지
1691,2214090400,대구직할시 동구 신암4동,폐지
1692,2214090500,대구직할시 동구 신천1동,폐지
1693,2214090600,대구직할시 동구 신천2동,폐지
1694,2214090700,대구직할시 동구 신천3동,폐지
1695,2214090800,대구직할시 동구 신천4동,폐지
1696,2214090900,대구직할시 동구 효목1동,폐지
1697,2214091000,대구직할시 동구 효목2동,폐지
1698,2214091100,대구직할시 동구 공산1동,폐지
1699,2214091200,대구직할시 동구 공산2동,폐지
1700,2214091300,대구직할시 동구 안심1동,폐지
1701,2214091400,대구직할시 동구 안심2동,폐지
1702,2214091500,대구직할시 동구 안심3동,폐지
1703,2214091600,대구직할시 동구 안심4동,폐지
1704,2217000000,대구직할시 서구,폐지
1705,2217000100,대구직할시 서구 장동,폐지
1706,2217000200,대구직할시 서구 장기동,폐지
1707,2217000300,대구직할시 서구 용산동,폐지
1708,2217000400,대구직할시 서구 감삼동,폐지
1709,2217000500,대구직할시 서구 죽전동,폐지
1710,2217000600,대구직할시 서구 이곡동,폐지
1711,2217000700,대구직할시 서구 파산동,폐지
1712,2217000800,대구직할시 서구 호림동,폐지
1713,2217000900,대구직할시 서구 파호동,폐지
1714,2217001000,대구직할시 서구 갈산동,폐지
1715,2217001100,대구직할시 서구 신당동,폐지
1716,2217001200,대구직할시 서구 본리동,폐지
1717,2217001300,대구직할시 서구 성당동,폐지
1718,2217010100,대구직할시 서구 내당동,폐지
1719,2217010200,대구직할시 서구 비산동,폐지
1720,2217010300,대구직할시 서구 평리동,폐지
1721,2217010400,대구직할시 서구 상리동,폐지
1722,2217010500,대구직할시 서구 중리동,폐지
1723,2217010600,대구직할시 서구 이현동,폐지
1724,2217010700,대구직할시 서구 원대동1가,폐지
1725,2217010800,대구직할시 서구 원대동2가,폐지
1726,2217010900,대구직할시 서구 원대동3가,폐지
1727,2217090100,대구직할시 서구 내당1동,폐지
1728,2217090200,대구직할시 서구 내당2동,폐지
1729,2217090300,대구직할시 서구 내당3동,폐지
1730,2217090400,대구직할시 서구 내당4동,폐지
1731,2217090500,대구직할시 서구 비산1동,폐지
1732,2217090600,대구직할시 서구 비산2동,폐지
1733,2217090700,대구직할시 서구 비산3동,폐지
1734,2217090800,대구직할시 서구 비산4동,폐지
1735,2217090900,대구직할시 서구 비산5동,폐지
1736,2217091000,대구직할시 서구 비산6동,폐지
1737,2217091100,대구직할시 서구 비산7동,폐지
1738,2217091200,대구직할시 서구 평리1동,폐지
1739,2217091300,대구직할시 서구 평리2동,폐지
1740,2217091400,대구직할시 서구 평리3동,폐지
1741,2217091500,대구직할시 서구 평리4동,폐지
1742,2217091600,대구직할시 서구 평리5동,폐지
1743,2217091700,대구직할시 서구 원대3가동,폐지
1744,2220000000,대구직할시 남구,폐지
1745,2220000100,대구직할시 남구 월성동,폐지
1746,2220000200,대구직할시 남구 대천동,폐지
